Sheet: Cost ($)
Subtotal,Service Items,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,Total
,Detective,242.0867392136,185.79401188600002,241.1210819712,258.3720403056,245.07065666220004,272.10212336999996,295.8163779392,227.4681896098,181.3531040944,168.6810837964,189.01758983399998,126.98336809280002,14.450549184399998,2648.3169159596
,HealthLake,613.17,583.2,602.64,602.64,583.1999999999999,602.6399999999999,583.1999999999999,602.6399999999999,602.64,544.3199999999999,602.64,583.1999999999999,74.52000000000001,7180.650000000001
,Amazon Inspector,315.2540416873997,281.16849392190005,284.12217273799985,283.1225451612999,280.3541442483,287.38329666649986,261.4895696593,280.62330781680004,296.90701295130003,309.6977186854998,373.79557248189997,382.1200278879988,50.32518482160001,3686.3630887277977
,Network Firewall,2951.0795919567004,2850.285250246,2945.6935700169997,2945.0350884546997,2850.0412914329,2933.7304668423994,2459.349123765,2356.3945722143,2356.208025642,2221.6374884772995,3310.04342941,3601.1120531457,551.4503685648001,34332.060320168806
,Textract,,,,,18.048500000000004,1.8900000000000001,2.8600000000000003,2.54,0.0165,0.1995,,,,25.554500000000004
,Amazon WorkSpaces Web,220,153,105,151,143,150,69,98,139,89,81,150,14,1562
,AppSync,0.0010663078999999997,0.012922017300000003,0.0019087734,,0.0053256529,0.0177353044,0.0009628288,0.0005347174999999999,0.0000043617,0.007351269999999999,0.0000130848,0.0044546827,,0.0522790014
,Backup,3863.029015884501,4012.008213088402,4157.035933191999,4325.262166509599,4491.488140004003,4655.373240860502,4833.773651151004,5010.4589551619,5164.435086227101,5189.4416930041,5193.547484984701,5199.098536751303,504.8416312363,56599.79374805542
,AWS Cloud WAN,372,360,372,372,360,372,360,372,372,336,372,360,46,4426
,AWS CloudTrail,89.03194850000001,59.518915,40.105757999999994,177.87879450000003,67.179808,90.3932875,81.56627750000001,217.6876285,76.3587675,63.40596,69.640568,68.839241,8.7825545,1110.3895085000001
,AWS CodeCommit,2,1,2,5,3,1,3,5,0,1,2,2,0,27
,AWS CodePipeline,1.4100000000000001,1.6840000000000002,1.2680000000000002,0.6680000000000001,0.4880000000000001,1.1900000000000002,0.462,0.8440000000000001,1.278,1.372,6.298,3.581999999999999,0,20.544000000000004
,AWS Compute Optimizer,0.7706442148,0.6368235591999999,0.3453961262,0.7426416776,,,0.9371853384000002,0.9999996108000001,0.9999996108,,0.9311059633000003,0.7621604211000005,0.08502352009999999,7.210980042300001
,AWS Config,2866.5715,2065.8068,1929.0229,2142.2248,2286.6508,1780.787,1578.2769999999998,1771.1868999999997,2167.0625,1678.3760999999997,1737.5327300000001,1731.5676000000003,224.03800000000004,23959.10463
,Direct Connect - Data Transfer,0.2312935349,0.21432291979999998,0.2210020552,0.3604192069,0.3669211524,1.5083877746,3.0300899583999996,2.9886058020999995,2.8260300966,2.4728660029000005,2.7477982511000008,2.9334530277999993,0.4064270837,20.3076168664
,DocumentDB - Other,,,,,,,13.300534676999998,56.812195410099996,30.4173760715,116.957317344,99.341288176,160.88058824900003,17.5337748945,495.2430748221001
,EC2 Container Service - Savings Plan Negation Credits,,,,,,,,,,,,,0,0
,EKS - Other,0.36904960280000004,,,,,,,,,,,,,0.36904960280000004
,FSx - Other,0.8533154000000001,18.8244128,1.5426835999999997,17.282079999999997,7.4391088000000005,51.393273152000006,319.761923672,320.59286005760003,320.01658865760004,320.0112811423999,321.0866650576001,320.52007347200004,39.553267516800005,2058.8775333280005
,Glacier - Transfer,0.0000605926,0.0000534004,0.0000565923,0.00005821230000000002,0.00005170289999999999,0.00005580049999999998,0.00005624529999999998,0.00003528350000000002,0.0000050453,0.000004876899999999999,0.0000031939999999999994,0.0000023189999999999993,3e-7,0.000443565
,Glue - Data Catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glue - Other,,,,0.7131665199999999,0.7896772400000001,24.8751316,11.747259040000001,,,,,,,38.125234400000004
,Lambda - Data Transfer,0.00366017,0.0008531511,0.0006690583,0.00047219920000000004,0.0008979426999999999,0.0007403342,0.0006242740000000002,0.0007421340999999998,0.0011102229,0.000690073,0.0005636404,0.0007057184000000002,0.0002672089,0.011996127199999996
,Lambda - Other,,,,,,,0.0001866182,,,,,,,0.0001866182
,QuickSight - Other,20.598499999999998,11.014,16.6765,2.6699999999999995,1.319,2.7455,2.62,2.7039999999999997,2.6394999999999995,2.3135000000000003,2.6289999999999996,2.558,0.342,70.82950000000001
,Route 53 - Other,0.07900000000000001,0.07900000000000001,0.07900000000000001,0.07900000000000001,0.07900000000000001,0.09222020610000001,0.119,0.119,0.119,0.119,0.119,0.119,0.119,1.3202202061000001
,Route 53 - Query,8.5348932,9.057439,8.943133600000001,8.8609752,9.1144722,9.418643,8.8116576,9.262133399999998,8.9692814,8.0793424,7.7043568,7.3481892,0.9591972,105.06371420000002
,SageMaker - Other,,,,2.0278034220999994,8.2816642246,8.959999811999998,8.96000004,8.959999811999998,8.959999811999998,8.960000112,8.959999811999998,8.96000004,1.1079569660000002,74.13742405269998
,Secrets Manager - API Call,0.04323000000000002,0.05865999999999999,0.03991,0.059225000000000014,0.08130499999999999,0.07561999999999999,0.076485,0.06118,0.041095,0.028205,0.032005000000000006,0.03228,0.003915,0.6331150000000001
,Secrets Manager - Secret,78.10967731489998,,,,,,,,,,,,,78.10967731489998
,AWS Service Catalog,3.832500000000001,4.262999999999998,3.6581999999999995,4.0068,3.8052000000000006,3.6574999999999998,3.4552,2.9358,0,0,0,0,0,29.6142
,Simple Email Service - Data Transfer,0.0315145448,0.024122967600000003,0.0213980217,0.11615851739999997,0.011427493399999999,0.015530398,0.0105343728,0.022448023,0.015086511300000001,0.0113817637,0.018664227699999997,0.0186863181,0.0015281726000000002,0.3184813320999999
,Simple Email Service - Dedicated IP,14.999999992500001,14.999999985,14.999999992500005,14.999999992500003,14.999999985,14.999999992500003,14.999999985,14.999999992500001,14.999999992500003,14.999999994,14.999999992500001,14.999999985,1.93548387,181.93548375150002
,Simple Email Service - Email Message,7.02994,2.37516,3.2924599999999997,233.5142999999999,28.89818,4.45672,2.5015500000000004,21.03213,3.5238899999999997,3.15834,3.17107,3.87846,0.384,317.21619999999996
,SQS - API,0.002827600000000001,0.011531999999999995,0.010423600000000002,0.013567199999999998,0.015358399999999994,0.011818799999999997,0.013181599999999998,0.0077528,0.0014896,0.0009835999999999996,0.0010508,0.0007004000000000001,0.00008119999999999997,0.0907676
,SQS - Data Transfer,0.000030206700000000003,0.00019896850000000006,0.0002228652,0.0002831657,0.00033553749999999996,0.00026383040000000003,0.0002765549,0.00029514149999999997,0.00027414979999999995,0.00016262499999999998,0.00016840589999999998,0.00006752010000000001,0.000007509200000000001,0.0025864804
,Step Functions - Data Transfer,0.0005651200999999998,0.0010020562999999995,0.0005057869999999996,0.0010139290000000004,0.0016901582000000003,0.0014717958000000002,0.001346184700000001,0.0014087227000000012,0.0008437846999999998,0.0007186398999999998,0.0006836331,0.0008330029000000001,0.00008854300000000002,0.012171357400000003
,Transfer Family - Other,6.800238715400001,22.090964877200005,115.63738333330001,454.15450239150005,61.6371928737,44.30456222779999,135.23935297159997,95.58340426510001,263.16589030489996,402.9458311323001,429.77566143150005,463.1880745592001,47.775091739499985,2542.2981508230005
,Virtual Private Cloud - IPv4,525.2384791299983,505.49810121499854,491.74600837999856,422.10884766999885,416.5799610699995,435.76176386499924,422.4990929949993,419.48884722499963,437.98984452999935,401.5597553599993,442.55608063999955,451.5889499799991,57.75693920500004,5430.372671264989
,Virtual Private Cloud - Other,604.5314548472,582.4016614986001,599.0923012830001,617.1568502730001,602.9248686811002,629.2372723844003,598.0508813035001,600.8212668485002,603.8237263602,569.4666670642002,612.5622816329001,579.1751253449,73.13728064820002,7272.3816381697025
,Virtual Private Cloud - Transit Gateway,1847.5197598411999,1828.5543350796002,1802.0764867748007,2283.9777040915005,2668.9154494989,2276.3071577191,2073.1538632704996,2098.6903708417003,2224.0418320692006,1959.4567910719002,2146.8938363114003,2062.8152070253,253.66570030719998,25526.0684939023
,WAF - Other,,,,,,,,,,,18.583657365,37.365010344,7.41935472,63.368022429
,Cloud Services,19408.234249294026,19249.77532499218,19740.37748962342,20633.54968395262,22965.633946547656,23651.314427013484,19255.76166448214,20208.896411779024,20508.29181870103,19753.097985973236,20645.602272802233,20600.469255559565,2847.411187025432,249468.41571774601
,CloudWatch - Dashboards,72.29032531260002,72.30000235649999,72.2903258883,72.2903257371,72.28750259459999,72.2782292496,72.4000025157,72.3871007931,72.38710050510001,77.5892918508,79.63709981430002,82.37083397190001,3.584680041,894.0928206305999
,CloudWatch - Events,7.864,8.042537000000001,7.512242999999998,7.671201999999999,8.883283999999998,10.854131,9.351194,8.978451000000002,7.340057,7.332885,9.445991,8.677701,0.9236610000000001,102.87733700000001
,CloudWatch - Metrics,222.4444293707,218.58091332179995,227.33609939740006,264.8018207284,265.0555100575001,264.07105101750005,264.6611701064,238.1186051558,242.32266162050004,287.6580628812001,238.91354359610003,225.68442006090007,21.6360064174,2981.2842937316013
,CloudWatch - Other,69.19108068850001,62.17489300619999,64.18767215519999,85.46902044300002,141.891600288,174.43031622270001,156.22800028800003,174.6325505266,174.7850302606,161.5061388258,174.84213787860003,171.7668985464,21.615905560899996,1632.7212446905
,Amazon Comprehend,,,,,0.007824,,,,,,,,,0.007824
,AWS Cost Explorer,4.380000000000001,4.25,3.6599999999999997,3.9700000000000006,3.71,3.64,3.5500000000000007,3.6200000000000006,1.44,1.22,1.1,1.1,0.15000000000000002,35.790000000000006
,DynamoDB - Other,0.00004107899999999999,0.00004950040000000001,0.000059083599999999984,0.0000598781,0.000059864699999999976,0.00009747349999999999,0.00010183019999999999,0.000101941,0.00010172109999999999,0.0001043095,0.00010541140000000001,0.00010623999999999999,0.000013264600000000003,0.0010015971
,EC2 Usage,35.324229537099995,33.5156665055,34.1201060688,33.670940194399996,51.4898223815,128.1047082154,33.479999928,33.7415610566,34.5800013296,34.48000758719999,34.4799997608,34.47999936000001,3.9855913702,525.4526332951001
,OpenSearch - Other,535.712,518.404,535.672,535.7040000000001,518.3960000000001,210.40800000000007,172.80000000000007,41.42913333340001,,26.820233333199997,,670.2308333332,294.6264,4060.2025999998004
,Amazon GuardDuty,1199.4428148742,1152.1097623021,1129.2965482199006,1224.2402336954,1218.4274658541995,1288.2477883356005,1171.1679726999002,1061.7234240986,865.4465373799002,811.3811035618997,897.0642693713997,827.6319340654999,106.7946256585,12952.9744801171
,Amazon Lightsail,15.708280000000002,15.201400000000001,15.708280000000002,15.708280000000002,15.201400000000001,15.708280000000002,15.201400000000003,15.708280000000002,15.708280000000002,14.187640000000002,15.708280000000002,15.201400000000003,1.93804,186.88924
,Amazon Marketplace,3.270000000000002,21.6,22.32,22.32,22.835694,22.594953000000004,40.657503,22.72615800000001,22.32,20.188113000000005,22.32,21.600000000000005,2.67,267.42242100000004
,Amazon Registrar,,,,,,,,,,,25,,,25
,Amazon Rekognition,,,,,,,,0.00375,,,,,,0.00375
,AWS S3,0.00006,0.00009,0,0.00102,0.027179999999999996,65.6932013549,119.64440824070005,119.64903742580005,119.64862173990005,119.64335109120005,119.65016398660005,119.67773181930008,15.441301435600005,799.0761670940004
,Savings Plan - Unused,,,,,,,,,,0,0,0,1436.8829853700001,1436.8829853700001
,Amazon Simple Workflow Service,0.00009292740000000004,0.00013501040000000005,0.00008847410000000004,0.00013549810000000004,0.0001907486,0.00018261109999999998,0.00017719920000000005,0.00012415750000000005,0.00003108900000000001,0.00003131719999999999,0.000028114700000000007,0.00002568540000000001,0.000003239600000000002,0.0012460723000000003
,Amazon Simple Notification Service,0.007181437,0.0067976157999999984,0.006789568,0.006922598500000003,0.007745457400000004,0.007129610200000001,0.005707150499999998,0.015439829400000002,0.022269961999999997,0.017608193999999997,0.013815601100000002,0.35709945699999984,0.056511061800000005,0.5310175426999999
,Systems Manager,16.391579999999994,16.272497,16.593905,19.087428,16.75215,16.801957,16.294995999999994,16.91559,27.891578000000006,25.32607200000001,27.119976,25.707980000000006,3.2957300000000003,244.451439
,Tax,1172.2499999999998,962.7,1034.7299999999998,826.0399999999998,924.2499999999997,871.2299999999997,838.0499999999997,723.5799999999999,727.5399999999998,613.17,989.7099999999997,748.4999999999999,110.3,10542.049999999996
,Translate,,,,,,,,0,,,,,,0
,AWS X-Ray,0.000008,0.000028000000000000003,0.000005999999999999999,0,0,0.00014299999999999998,0.000013,0.000003,0.000011,0.000017,0.00001,0.000352,0.000082,0.000673
,Other,188.00000160460002,193.200000529,198.0360860883,-4898.346206576696,214.285810346,212.0524184717001,215.29643809189997,215.20022953950004,217.80000931849997,223.8000176737,253.669140185,321.7028167848,399.4,-2045.9032379436962
,Total,184979.79964400144,182628.08316941684,187219.99002344414,186117.84181776084,203633.82146901012,208939.68987543232,178515.21823042925,188236.15544272415,202188.79119306916,190783.55336926662,192998.59063569363,192611.35452453844,28180.025845190674,2327032.9152399697

